section,xtext,status_code,status_note,ordinal,xtext
S3.2.2.m,"(Ref: S2.b) ""At the successful completion of the Key Generation Ceremony, EGRI enables the combination of Guardian Ballot Data Encryption Public keys to form the Joint Ballot Data Encryption Public Key.""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.2.2.m,"EGRI enables the computation of the Joint Ballot Data Encryption Public Key specified in eq. 26.",utep,,60,"At least one unit test exercising a relevant code path is passing"
S3.2.2.n.verif3,"TODO: Verification 3 Note: Required for (Ref: S3.2.2.o Details of Key Generation - Share verification and the guardian record)","",,,
S3.2.2.o,"There is a defined Election Data Object called the 'Preliminary Guardian Record'.","",,,
S3.2.2.o,"EGRI enables an Election Administrator to produce the Preliminary Guardian Record from data generated during the Key Ceremony.","",,,
S3.2.2.o,"The Preliminary Guardian Record contains the Election Parameters $p$, $q$, $g$, $n$, and $k$; the Joint (Vote|Ballot Data) Encryption Public Keys $K$ and $\hat K$; all $K_{i,j}$ and $\hat{K}_{i,j}$ values from all Guardians (for $1\leq i \leq n$ and $0 \leq j < k$), the Guardian Communication Public Keys $\kappa_i$, together with all Schnorr proofs $(c_{i}, v_{i,0}, v_{i,1}, \dots, v_{i, k})$ and $(\hat{c}_{i}, \hat{v}_{i,0}, \hat{v}_{i,1}, \dots, \hat{v}_{i, k})$.","",,,
S3.2.2.o,"EGRI enables a Guardian `l` to verify the Preliminary Guardian Record as specified in EG DS v2.1.0 eq. 27 - 29. Note: This includes (Ref: S3.2.2.f.verif2 Verification 2) and (Ref: S3.2.2.n.verif3 Verification 3).","",,,
S3.2.2.o,"(Ref: S2.b) ""EGRI enables a Guardian to ""complain and halt the protocol""""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.2.2.o,"(Ref: S2.b) ""EGRI enables, supports, or facilitates the initiation of a 'Key Ceremony Irregularity Investigation' subsequent to a Guardian complaint of irregularity.""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.2.2.o,"EGRI enables to deterimine that all Guardians have confirmed that all verification steps have passed successfully.","",,,
S3.2.2.o,"There is a defined Election Data Object called the 'Guardian Record'.","",,,
S3.2.2.o,"EGRI enable publishing the Guardian Record as part of the Election Record.","",,,
S3.2.2.o,"EGRI enables a Guardian to retain its own indepent copy of the Preliminary Guardian Record for later comparison with the Guardian Record as published in the Election Record.","",,,
S3.2.2.o,"EGRI enables a Guardian to verify that the Guardian Record as published in the Election Record contain the same values for $K$ and $\hat{K}$, the Joint (Vote|Ballot Data) Encryption Public Key as that they verified in the Preliminary Guardian Record.","",,,
S3.2.2.o,"EGRI enables a Guardian to retain only its secret values $z_i = P(i)$ and $\hat{z}_i = \hat{P}(i)$ for later use in the decryption process and to destroy all other secret values.","",,,
S3.2.2.o,"EGRI enables a Guardian to destroy its initial (Vote|Ballot Data) Encryption Secret Keys $s_i$ and $\hat{s}_i$.","",,,
S3.2.3.a,"EGRI computes H_E from H_B and the Joint (Vote|Ballot Data) Encryption Public Keys as specified in EGDS v2.1.0 eq. 30.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S3.2.3.b.verif4,"TODO: Verification 4","",,,
????,"EGRI rejects any set of Guardians having any CoefficientCommitment the same.","",,,
????,"EGRI rejects any Guardian having any CoefficientCommitment the same.","",,,
S3.3,"An ElectionGuard `Ballot` is an Election Data Object that is created encrypted. The term `encrypted Ballot` is technicaly redundant.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S3.3,"The concept of a traditional, e.g. paper, ""ballot"" is referred to as `Voter Selections`.","",,,
S3.3,"In specific cases, such as a challenged, an ElectionGuard `Ballot` may be decrypted and the plaintext of the constest data fields published. But the term `Ballot` still as always refers to the encrypted form.","",,,
S3.3,"Election systems may assign a Ballot an ID label for reference and retrival purposes. This ID may be randomly generated or derived from a combination of information guaranteed unique. In no case will this ID label encode or be derived from data that wouldn't be recorded in the Ballot in-the-clear anyway.","",,,
S3.3.1.j,"EGRI encrypts a Contest (Option or Additional) Data Field value as specified in EGDS v2.1.0 eq. 31 pg. 28.",utsp,,75,"Unit tests exercising a portion of code paths considered sufficient are passing"
S3.3.1.j,"EGRI may pre-compute the encryption of a Contest (Option or Additional) Data Field value of '0', and then convert it to an encryption of `1` if needed.","",,,
S3.3.2.a,"EGRI computes for each Ballot a Selection Encryption Identifier `id_B`.","",,,
S3.3.2.a,"EGRI computes `H_I` from `H_E` and the Selection Encryption Identifier `id_B` as specified in EG DS v2.1.0 eq. 32.","",,,
S3.3.2.b.verif5,"TODO: Verification 5","",,,
S3.3.3,"EGRI selects for each Ballot a Ballot Nonce by sampling a CSRNG uniformly as `0 < id_B < 2^256`.","",,,
S3.3.3,"EGRI computes for each Contest appearing on the Ballot, for each Contest (Option or Additional) Data Field, a Contest Data Field Nonce as specified in EG DS v2.1.0 eq. 33. Note: This uses the ""mod q"" version of H.","",,,
S3.3.4,"EGRI for each Ballot encrypts (with a Schnorr proof of knowledge) the Ballot Nonce `id_B` to the Joint Ballot Data Encryption Public Key as specified in EG DS v2.1.0 eq. 34 - 38.","",,,
S3.3.4,"EGRI attempts, to the greatest extent practical, to erase from hardware memory the Ballot Nonce `id_B` (and any information which could reconstruct it e.g., RNG state) immediately after use.","",,,
S3.3.5.b,"Ref: S3.1.3.g","",,,
S3.3.5.c,"Ref: S3.1.3.i Election Parameters and the Election Manifest - Undervotes","",,,
S3.3.5.c,"Ref: S3.1.3.j Election Parameters and the Election Manifest - Counting undervoted contests","",,,
S3.3.5.c,"Ref: S3.1.3.k Election Parameters and the Election Manifest - Undervote difference count","",,,
S3.3.5.c,"Ref: S3.1.3.m Election Parameters and the Election Manifest - Null votes","",,,
S3.3.5.d,"(Ref: S3.1.3.l) ""An 'Overvoted Contest Condition' is considered to have occurred for a specific Contest on a specific Ballot when the the sum of the selections is strictly greater than the contest Selection Limit.""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.3.5.d,"When an Overvoted Contest Condition has occurred, all Contest Option Data Fields for that Contest are system-assigned the value of `0`.","",,,
S3.3.5.d,"When an Overvoted Contest Condition has occurred, this fact MAY be encoded into a (non-tallied) data field and encrypted to the Joint Ballot Data Encryption Public Keys.","",,,
S3.3.5.d,"When an Overvoted Contest Condition has occurred, the specific voter selections for this contest MAY be encoded into a (non-tallied) Contest Data Field and encrypted to the Joint Ballot Data Encryption Public Keys, much like write-in data.","",,,
S3.3.5.d,"Ref: S3.1.3.l Election Parameters and the Election Manifest - Overvotes","",,,
S3.3.5.e,"For every Ballot, EGRI allows, for every Contest Option Data Field, to prove that the Ciphertext is an encryption of a nonnegative value less than or equal to the effective Option Selection Limit (e.g., an encryption of `0` or `1`).","",,,
S3.3.5.e,"For every Ballot, EGRI allows, for every Contest Additional Data Field, to prove that the Ciphertext is an encryption of a legitimate value (as specified for that particular Contest Additional Data Field).","",,,
S3.3.5.e,"For every Ballot, EGRI allows, for every Contest, to prove that the sum of all Contest Option values is an encryption of a nonnegative value less than or equal to the effective Contest Selection Limit.","",,,
S3.3.5.f,"EGRI uses range proofs to prove well-formedness of an individual selection when it is allowed for a Contest Option on a Ballot to be assigned values greater than `1`","",,,
S3.3.5.f,"EGRI uses range proofs for individual Contest Options","",,,
S3.3.5.f,"EGRI uses range proofs for the Contest selection sum","",,,
S3.3.5.f,"EGRI can use range proofs to enable cumulative voting","",,,
S3.3.5.f,"EGRI can use range proofs to enable score voting","",,,
S3.3.5.f,"EGRI can use range proofs to enable STAR-voting","",,,
S3.3.5.f,"EGRI can use range proofs to enable Borda count","",,,
S3.3.7.c,"(Ref: S3.2.3.j) ""EGRI encrypts a Contest (Option or Additional) Data Field value as specified in EG DS v2.1.0 eq. 31.""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.3.7.c,"EGRI encrypts a Contest (Option or Additional) Data Field having a value of `0` as $(\alpha,\beta)=(g^\xi \bmod p,\ K^\xi \bmod p)$.","",,,
S3.3.7.c,"EGRI computes an NIZK proof that (\alpha,\beta) is an encryption of `0` or `1` as specified in EG DS v2.1.0 eq. 39 - 47.","",,,
S3.3.7.d,"(Ref: S3.2.3.j) ""EGRI may pre-compute the encryption of a Contest (Option or Additional) Data Field value of '0', and then convert it to an encryption of `1` if needed.""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.3.7.d,"(Ref: S3.2.3.j) ""EGRI encrypts a Contest (Option or Additional) Data Field value as specified in EG DS v2.1.0 eq. 31.""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.3.7.d,"EGRI encrypts a Contest (Option or Additional) Data Field having a value of `1` as $(\alpha,\beta) = (g^\xi \bmod p,\ K^{\xi+1} \bmod p)$.","",,,
S3.3.7.e,"When the effective Option Selection Limit is a value other than `1`, EGRI computes an NIZK proof that (\alpha,\beta) is an encryption of `0` or `1` as specified in EG DS v2.1.0 eq. 48 - 56.","",,,
S3.3.7.g,"When the effective Option Selection Limit is a value other than `0` or `1`, EGRI computes an NIZK range proof as specified in EG DS v2.1.0 eq. 57 - 61.","",,,
S3.3.7.j.verif6,"TODO: Verification 6","",,,
S3.3.8.b,"EGRI computes an NIZK range proof that the homomorphic combination (i.e., sum) of all Contest Options Fields represents the encryption of a nonnegative integer value not greater than the effective Contest Selection Limit as specified in EG DS v2.1.0 eq. 62.","",,,
S3.3.8.c.verif7,"TODO: Verification 7","",,,
S3.3.9.b,"Ref: S3.1.3.j ""Undervoted Contest Condition""","",,,
S3.3.9.b,"Ref: S3.1.3.j ""Undervote Difference Count""","",,,
S3.3.9.c,"Ref: S3.1.3.l ""Overvoted Contest Condition""","",,,
S3.3.9.c,"Ref: S3.1.3.l ""Overvoted Option Condition""","",,,
S3.3.9.d,"Ref: S3.1.3.m 'Null Voted Contest Condition'","",,,
S3.3.9.e,"Ref: S3.1.3.n Write-ins","",,,
S3.3.10.c,"If the Election Manifest specifies that Ballots record for a Contest any non-homomorphically tallied additional or supplemental Contest Data Fields, EGRI encodes their values using an unambiguous fixed-length encoding and encrypts it as specified in EG DS v2.1.0 eq. 63 - 69.","",,,
S3.4.1,"EGRI computes the Contest Hash value $\chi_l$ as specified in EG DS v2.1.0 eq. 70.","",,,
S3.4.2,"EGRI computes the Confirmation Code `H_C` as specified in EG DS v2.1.0 eq. 71.","",,,
S3.4.3,"EGRI computes the Voting Device Information Hash value `H_DI` as specified in EG DS v2.1.0 eq. 72.","",,,
S3.4.4.b,"In the case of 'No chaining', EGRI computes the Chaining Field `B_C` as specified in EG DS v2.1.0 eq. 73.","",,,
S3.4.4.c,"In the case of 'Simple chaining', EGRI computes the Chaining Fields and Chaining Value as specified in EG DS v2.1.0 eq. 74 - 78.","",,,
S3.4.4.d,"EGRI enables a method of recording the state of a Ballot as one of `VoterSelectionsEncrypted`, `Cast`, `Spoiled`, `Challenged`, or `ChallengedDecrypted`.","",,,
S3.4.4.d,"EGRI refuses to decrypt a ballot in the `Cast` state.","",,,
S3.4.4.d,"EGRI refuses to decrypt a ballot in the `Spoiled` state.","",,,
S3.4.4.d,"EGRI includes in any tally operation only Ballots in the `Cast` state.","",,,
S3.4.4.d,"EGRI enables decrypting a ballot in the `Challenged` state.","",,,
S3.4.4.d,"EGRI refuses to change the state of a Ballot from the `Cast` state.","",,,
S3.4.4.d,"EGRI refuses to change the state of a Ballot from the `Spoiled` state.","",,,
S3.4.4.d,"EGRI refuses to change the state of a Ballot from the `ChallengedDecrypted` state.","",,,
S3.4.4.e.verif8,"TODO: Verification 8","",,,
S3.5.a,"EGRI enables publishing all Ballots (with proofs) in the Election Record at the conclusion of voting.","",,,
S3.5.a,"EGRI enables computing an Aggregate Ballot as specified in EG DS v2.1.0 eq. 79.","",,,
S3.5.b.verif9,"Every Ballot that fails to specify a Ballot Weight that is an integer inclusively between 1 and the maximum specified in the Election Manifest is considered invalid.","",,,
S3.5.c,"The Election Manifest specifies a maximum Ballot Weight as a small positive integer.","",,,
S3.5.c,"The condition ""If weights are used"" means the Election Manifest specifies a maximum Ballot Weight greater than `1`.","",,,
S3.5.c,"Every EGRI API receiving voter selections for encryption receives a value for the corresponding Ballot Weight and rejects the voter selections if the supplied Ballot Weight is not an integer inclusively between 1 and the maximum specified in the Election Manifest.","",,,
S3.5.c,"Every Ballot records its associated Ballot Weight.","",,,
S3.5.c,"Despite the language ""explicitly associated with an identified voter"", EGRI does not represent the concept of ""voter"". If an external system is used to track an association between Ballots and actual voters, the impact on voter privacy and coersion resistance must be considered extremely carefully.","",,,
S3.5.c,"EGRI enables computing an Aggregate Ballot from Weighted Ballots as specified in EG DS v2.1.0 eq. 80.","",,,
S3.5.c,"When computing an Aggregate Ballot, the aggregation function must, using access to the full and complete Election Record information to that point in time, verify that every Ballot to be aggregated has never been decrypted, is not in a 'Challeged' or 'Spoiled' state, etc.","",,,
S3.5.c,"If such a (decrypted, challenged, spoiled, etc) Ballot were somehow to be supplied to the aggregation function, it MUST be excluded from the tally, a diagnostic message emitted, and the offending Ballot identifier(s) returned separately.","",,,
S3.6.1,"EGRS enables a Guardian to review the set of Ciphertexts marked for decryption prior to use of their Guardian Vote Encryption Secret Key. Josh 2025-03-19: This will only ever include the set of `Challenged` Ballots and the aggregate encrypted tallies.","",,,
S3.6.1,"EGRI enables to communicate to the Guardians the set of Ciphertexts marked for decryption (i.e., challenged Ballots and aggregate encrypted tallies).","",,,
S3.6.1,"Josh 2025-03-19: Multiple Tallies may be conducted for a single election.","",,,
S3.6.1,"Whenever multiple Tallies are conducted for a single election, subsequent tallies should extend the current Election Record. This does not introduce a requirement for EGRI to implement any form of rollback protection.","",,,
S3.6.1,"EGRS enables a Guardian to verify or refute that all Ciphertexts are correct prior to decryption. Ref: S6.2.3.verif4, S6.2.4.verif5, S6.2.4.verif6, S6.2.4.verif7, S6.2.4.verif8, S6.2.5.verif9","",,,
S3.6.1,"EGRS enables a Guardian to participate in the decryption of a set of Ciphertexts that both 1. belong to a set that has been marked for decryption and 2. have all been verified correct by that Guardian.","",,,
S3.6.1,"EGRS does not assist a Guardian to participate in the decryption of any Ciphertexts which does not both 1. belong to a set that has been marked for decryption and 2. been verified correct by that Guardian.","",,,
S3.6.2,"(Ref: S3.6.1) ""EGRS enables a Guardian to participate in the decryption of a set of Ciphertexts that have both 1. belong to a set that has been marked for decryption and 2. have all been verified correct by that Guardian.""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.6.2,"(Ref: S3.6.1) ""EGRS refusues to assist a Guardian to participate in the decryption of any Ciphertexts unless they both 1. belong to a set that has been marked for decryption and 2. have all been verified correct by that Guardian.""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.6.2,"(Ref: S3.a.f.c) ""EGRI enables a Guardian to compute a verifiable partial decryption...""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.6.2,"(Ref: S3.a.f.c) ""EGRI enables a quorum of `k` distinct Guardian (Vote|Ballot Data) Encryption Secret Keys to form full verifiable decryptions of the election tallies...""",ace,,3,"Applicable to implementation code, but more directly covered elsewhere"
S3.6.2,"EGRI enables a quorum of `k` distinct Guardians to compute `T = K^t`, for every Contest (Option or Additional) Data Field in the election. as specified in EG DS v2.1.0 eq. 81 - 82.","",,,
S3.6.2,"EGRI enables a quorum of `k` distinct Guardians to publish `T` in the Tallies of the Election Record, for every Contest (Option or Additional) Data Field in the election. Note: This is to handle scenarios in which the discrete log of `T` ends up needing more computation than the Guardian quorum has on hand at the time.","",,,
S3.6.2,"EGRI enables the practical determination of the tally `t` from `T = K^t`, for every Contest (Option or Additional) Data Field in the election.","",,,
S3.6.2,"EGRI enables the publication of the tally `t`, for every Contest (Option or Additional) Data Field in the election, in the Tallies of the Election Record.","",,,
S3.6.3,"EGRI enables a quorum of `k` distinct Guardians to compute `T = K^t`, for every Contest (Option or Additional) Data Field in the election. as specified in EG DS v2.1.0 eq. 81 - 82.","",,,
S3.6.3,"EGRI enables a quorum of `k` distinct Guardians to publish `T` in the Tallies of the Election Record, for every Contest (Option or Additional) Data Field in the election. Note: This is to handle scenarios in which the discrete log of `T` ends up needing more computation than the Guardian quorum has on hand at the time.","",,,
S3.6.3,"EGRI enables the practical determination of the tally `t` from `T = K^t`, for every Contest (Option or Additional) Data Field in the election.","",,,
S3.6.3,"EGRI enables the publication of the tally `t`, for every Contest (Option or Additional) Data Field in the election, in the Tallies of the Election Record.","",,,
S3.6.4.a,"EGRI enables the combination of partial decryptions as specified in EG DS v2.1.0 eq. 85 - 86.","",,,
S3.6.5.b,"EGRI enables available Guardians to jointly prove that they have shared knowledge of $s\in \Z_q$ such that $M = A^{s} \bmod p$ and $K = g^{s} \bmod p$ as specified in EG DS v2.1.0 eq. 87 - 93.","",,,
S3.6.5.d.verif10,"(Ref: S6.2.5.verif10) Verification 10",nyi,,4,"Not yet implemented"
S3.6.5.f.verif11,"(Ref: S6.2.5.verif11) Verification 11",nyi,,4,"Not yet implemented"
S3.6.6.a,"EGRI decrypts optional contest data as specified in EG DS v2.1.0 eq. 96 - 97.","",,,
S3.6.6.b,"EGRI computes NIZK proof of Decryption of Contest Data as specified in EG DS v2.1.0 eq. 98 - 106.","",,,
S3.6.6.c.verif12,"TODO: Verification 12","",,,
S3.6.7.b,"EGRI decrypts challenged Ballots Ballot Nonces as specified in EG DS v2.1.0 eq. 107 - 108.","",,,
S3.6.7.c,"EGRI decrypts challenged Ballots from encryption nonces as specified in EG DS v2.1.0 eq. 109 - 111.","",,,
S3.6.7.d,"TODO: Decryption of Challenged Ballots - Verifying decryption with nonces.","",,,
S3.6.7.e.verif13,"TODO: Verification 13","",,,
S3.6.7.f.verif14,"TODO: Verification 14","",,,
S3.7,"(Ref: S2.b) ""EGRI enables production of an 'Election Record'""",nyi,,4,"Not yet implemented"
S3.7,"The Election Record is not a static fixed format. Different information is added and modified at different times.",nyi,,4,"Not yet implemented"
S3.7,"The Election Record format must support appending new and updated information without invalidating signatures made previously.",nyi,,4,"Not yet implemented"
S3.7,"The Election Record format must support inclusion-by-reference (eg a Ballot ID and hash value) of batches of Ballots. Rationale: For all but very small elections, it will not be practical to hold all Ballots in a single file. Neither will it be practical to place every Ballot in a separate file in a single directory.",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records any information necessary and sufficient to uniquely identify and describe the election, such as date, location, election type, etc. that is not otherwise present in the Election Manifest.",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records the Election Manifest",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records the Fixed Parameters `p`, `q`, `g`, and `r`.",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records the Varying Parameters `n` and `k`.",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records `H_P`",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records `H_B`",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Guardian `1..n`: a name or label",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Guardian `1..n`: the polynomial coefficients commitments",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Guardian `1..n`: the polynomial coefficients the proofs of knowledge",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Guardian `1..n`: the Guardian Communication Public Key",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records the Joint Vote Encryption Public Key",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records the Joint Ballot Data Encryption Public Key",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records `H_E`",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: the selection encryption identifier $\id_B$,",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: the selection encryption identifier hash $\HH_I$,",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: all of the encrypted selections on each ballot,",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: the proofs that each such value is an encryption of either zero or one (or more generally, the proofs that these values satisfy the respective option selection limits),",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: for every Contest, the effective Contest Selection Limit",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: for every Contest, for every Option Field, the effective Option Selection Limit",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: for every Contest, the stated and effective selection limits applied to each contest,",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: for every Contest, the proof that the number of selections made does not exceed the selection limit,",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: the Ballot Weight as originally submitted with the Voter Selections",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: the Ballot Weight already applied to the Ciphertexts",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: the Ballot Style index,",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: device information uniquely identifying the device used for encrypting of voter selections to produce the Ballot",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: the date and time of the ballot encryption (as reported by the encrypting device) with no more than 1 second granularity",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: the confirmation code produced for the Ballot",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `Cast` or `Challenged` state: the state of the ballot `Cast` or `Challenged`",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `ChallengedDecrypted` state: all the information included for the Ballot in its `Challenged` state",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `ChallengedDecrypted` state: the selections made for every Contest Option",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `ChallengedDecrypted` state: the decrypted plaintext values of every Contest (Option or Additional) Data Field",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `ChallengedDecrypted` state: the proofs of correct decryption for every Contest (Option or Additional) Data Field and/or the Contest Data Field nonce.",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot in the `ChallengedDecrypted` state: the date and time of the overall ballot decryption (as reported by the decrypting device)",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation: some identifier uniquely identifying the Ballot Decryption Operation",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation: the set of Ballots ""marked for decryption""",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation: the hash of the ElectionRecord at the point the Ballot Decryption Operation was initiated",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation: for every participating Guardian: the Guardian Index",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation: for every participating Guardian: the date and time their participation was initiated",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation: for every participating Guardian: the hash of their view of the ElectionRecord at the instant this operation was initiated",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation: for every participating Guardian: device information uniquely identifying the device used for their secret key operation",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation: for every participating Guardian:",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation: for every participating Guardian:",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation:",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Ballot Decryption Operation:",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every set of Ballots in the `ChallengedDecrypted` state:",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every set of Ballots in the `ChallengedDecrypted` state: for each Guardian participating in the Decryption: the Guardian Index",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every set of Ballots in the `ChallengedDecrypted` state: for each Guardian participating in the Decryption: the date and time of the partial decryption",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every set of Ballots in the `ChallengedDecrypted` state: for each Guardian participating in the Decryption: their partial decryptions",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Tally: for every Contest: identifiers of the set of Ballots in the `Cast` state",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Tally: for every Contest: for every (Option or Additional) homomorphically-tallied Data Field: the encrypted tally (eq. 79 pg 44)",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Tally: for every Contest: for every (Option or Additional) homomorphically-tallied Data Field: the full verifiable decryption of the encrypted tally",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Tally: for every Contest: for every (Option or Additional) homomorphically-tallied Data Field: the tally exponent",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Tally: for every Contest: for every (Option or Additional) homomorphically-tallied Data Field: plaintext representation of the tally",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records for every Tally: for every Contest: for every (Option or Additional) homomorphically-tallied Data Field: proof of correct decryption of the tally",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records information uniquely identifying each device used for encryption of voter selections to produce any Ballot",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records an ordered list of the Ballots encrypted by each device.",nyi,,4,"Not yet implemented"
S3.7,"The Election Record records the encrypted contest data, when available.",nyi,,4,"Not yet implemented"
S3.7,"EGRS enables the Election Record to be produced in a format suitable for digitally signing.",nyi,,4,"Not yet implemented"
S3.7,"EGRS enables the Election Record to be published in a format suitable to the needs of Verifier applications. For example, a directory of files accessible via HTTPS supporting efficient random access.",nyi,,4,"Not yet implemented"
S3.7,"EGRS enables the Election Record to be published in a format suitable for archiving or bulk downloading by any interested individuals. For example, the compressed .zip and/or .tar.gz formats.",nyi,,4,"Not yet implemented"
S4,"EGRI Preencrypted Ballots enable the vote-by-mail scenario.",na,,1,"Not directly applicable to implementation code"
S4,"EGRI Preencrypted Ballots enable the ""precincts with central count or minimal in-precinct equipment"" scenario.",na,,1,"Not directly applicable to implementation code"
S4,"EGRI Preencrypted Ballots enable back-ups for precincts which ordinarily perform encryption on demand.",na,,1,"Not directly applicable to implementation code"
S4,"EGRI enables ordinary and Preencrypted Ballots to be tallied together.",nyi,,4,"Not yet implemented"
S4,"When ordinary and Preencrypted Ballots are tallied together, it does not reveal which votes came from which mode.",nyi,,4,"Not yet implemented"
S4,"The Election Manifest contains a configuration setting indicating whether Preencrypted Ballots are enabled for that election.",nyi,,4,"Not yet implemented"
S4,"If the Election Manifest indicates Preencrypted Ballots are enabled, EGRI allows to produce data necessary to print Preencrypted Ballots. Note: Referred to in the EGRS as the ""Ballot Encryption Tool"".",nyi,,4,"Not yet implemented"
S4,"EGRI refuses to generate any Preencrypted Ballots unless the Election Manifest indicates Preencrypted Ballots are enabled.",nyi,,4,"Not yet implemented"
S4,"EGRI allows to record Voter Selections made on Preencrypted Ballots, if the Election Manifest indicates Preencrypted Ballots are enabled.",nyi,,4,"Not yet implemented"
S4,"If the Election Manifest indicates Preencrypted Ballots are not enabled, EGRI refuses to record any Voter Selections made on Preencrypted Ballots.",nyi,,4,"Not yet implemented"
S4,"For each Preencrypted Ballot generated, EGRI computes the Selection Encryption Identifier `id_B` as described in (Ref: S3.3.2.a).",nyi,,4,"Not yet implemented"
S4,"For each Preencrypted Ballot generated, EGRI computes `H_I` from `H_E` and the Selection Encryption Identifier `id_B` as specified in EG DS v2.1.0 eq. 32 (Ref: S3.3.2.a).",nyi,,4,"Not yet implemented"
